ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-24T00:23:57+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,19.00,86.00,14.00,84.00,118.52,262.47,125.89,90.00,16.50,85.00,5.00,2.00,18848.38,15796.80,15796.80,19202.37,14,81,84,14,,78413.33,,
2026-04-24T00:23:59+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,20.00,81.00,19.00,80.00,330.70,918.00,1254.07,330.70,19.50,80.50,1.00,1.00,18889.91,15796.80,15796.80,18889.91,19,80,80,19,,78423.19,,
2026-04-24T00:24:01+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,23.00,78.00,22.00,77.00,37.00,1179.17,335.95,401.01,22.50,77.50,1.00,1.00,18820.58,15003.80,15003.80,18820.58,22,77,77,22,,78423.19,,
2026-04-24T00:24:04+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,23.00,78.00,22.00,77.00,304.74,1052.41,1078.41,306.07,22.50,77.50,1.00,1.00,18731.59,15003.80,15003.80,18731.59,22,77,77,22,,78428.66,,
2026-04-24T00:24:06+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,18.00,84.00,17.00,83.00,38.04,55.00,141.95,20.08,17.50,83.50,1.00,1.00,18029.58,15003.80,15003.80,17839.58,16,82,83,15,,78422.14,,
2026-04-24T00:24:08+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,18.00,83.00,17.00,82.00,546.49,269.65,267.58,272.33,17.50,82.50,1.00,1.00,18135.59,15008.80,15008.80,18125.59,17,82,82,17,,78422.74,,
2026-04-24T00:24:10+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,17.00,83.00,16.00,82.00,109.09,57.82,779.25,174.26,16.50,82.50,1.00,1.00,18051.27,15008.80,15008.80,17855.26,16,83,82,17,,78422.74,,
2026-04-24T00:24:12+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,21.00,83.00,17.00,80.00,75.00,135.44,135.44,36.00,19.00,81.50,4.00,3.00,17500.26,15008.80,15008.80,17525.26,17,79,80,17,,78422.74,,
2026-04-24T00:24:14+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,17.00,84.00,16.00,83.00,275.67,170.30,195.92,258.67,16.50,83.50,1.00,1.00,18097.26,15008.80,15008.80,18097.26,16,83,83,16,,78420.63,,
2026-04-24T00:24:16+08:00,btc-updown-5m-1776961200,https://polymarket.com/zh/event/btc-updown-5m-1776961200,00:20-00:25,14.00,89.00,13.00,88.00,990.34,268.65,10.00,53.28,13.50,88.50,1.00,1.00,17420.26,15008.80,15008.80,17315.26,13,86,88,11,,78411.41,,
